command,keyword,start_cdt,start_utc,end_cdt,end_utc
python3 /home/gangmuk2/project/k8s-failure-reproduction/logging/logging_start.py,start logging,2023-05-18T09:56:18,2023-05-18T14:56:18,2023-05-18T09:56:18,2023-05-18T14:56:18
kubectl apply -f deploy_h1-app-wo_replica.yaml,apply deployment h1-app,2023-05-18T09:56:23,2023-05-18T14:56:23,2023-05-18T09:56:24,2023-05-18T14:56:24
kubectl autoscale deployment h1-app --cpu-percent=50 --min=3 --max=6,deploy autoscaler,2023-05-18T09:56:29,2023-05-18T14:56:29,2023-05-18T09:56:29,2023-05-18T14:56:29
kubectl apply -f deploy_h1-app-with_replica.yaml,apply deployment h1-app,2023-05-18T09:57:29,2023-05-18T14:57:29,2023-05-18T09:57:30,2023-05-18T14:57:30
pkill -f "python3 logging_start.py",stop logging_start.py,2023-05-18T09:58:00,2023-05-18T14:58:00,2023-05-18T09:58:00,2023-05-18T14:58:00
python3 /home/gangmuk2/project/k8s-failure-reproduction/logging/logging_end.py,end logging,2023-05-18T09:58:05,2023-05-18T14:58:05,2023-05-18T09:58:15,2023-05-18T14:58:15
kubectl delete deploy/h1-app,delete deployment h1-app,2023-05-18T09:58:20,2023-05-18T14:58:20,2023-05-18T09:58:20,2023-05-18T14:58:20
kubectl delete hpa/h1-app,delete hpa h1-app,2023-05-18T09:58:21,2023-05-18T14:58:21,2023-05-18T09:58:21,2023-05-18T14:58:21
