php-apache-7f879b889b-5xkjc,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-6xlwr,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-bblk7,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-khc6w,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-qnw7l,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sd4r2,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
idx,16,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-4wdpd,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-5h4dr,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-5xkjc,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-6xlwr,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-bblk7,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cbzcs,0/1,Pending,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-kz46t,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-qnw7l,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-r26r8,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sd4r2,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
idx,17,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-4wdpd,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-5h4dr,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-c2cp4,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cbzcs,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-ccsff,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-kz46t,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-qnw7l,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-r26r8,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sbhld,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sd4r2,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xn6h4,0/1,Pending,0,1s,<none>,kind-worker,<none>,<none>
idx,18,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-4wdpd,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-c2cp4,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cbzcs,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-ccsff,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-j2ncj,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-jjmdn,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-qnw7l,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-r26r8,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sbhld,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sd4r2,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-v6jr6,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xn6h4,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
idx,19,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-2mll6,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4g428,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4wdpd,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-c2cp4,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-ccsff,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cw2t2,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-j2ncj,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-jjmdn,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-qnw7l,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-r26r8,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sbhld,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sd4r2,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tdj64,0/1,Pending,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-v6jr6,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xn6h4,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
idx,20,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-2mll6,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4g428,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4wdpd,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-56lww,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-c2cp4,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-ccsff,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cv9ck,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cw2t2,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-j2ncj,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-jjmdn,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lvvzj,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sbhld,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sd4r2,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tdj64,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-v6jr6,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xn6h4,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
idx,21,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-2mll6,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4g428,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-56lww,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-c2cp4,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-ccsff,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cv9ck,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cw2t2,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-hxr8z,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-j2ncj,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-jjmdn,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lvvzj,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-nmkk8,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sbhld,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tdj64,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tk8fv,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-v6jr6,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-wnhqt,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xn6h4,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
idx,22,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-2mll6,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4g428,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-56lww,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-9qmrd,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-c2cp4,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cv9ck,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cw2t2,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-hxr8z,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-j2ncj,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-jjmdn,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-l7p59,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lvvzj,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-nmkk8,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sbhld,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sxdq8,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tdj64,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tk8fv,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-v6jr6,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-w2rk4,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-wnhqt,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xn6h4,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
idx,23,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-2mll6,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-49ptj,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4g428,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-56lww,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-8hgks,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-9qmrd,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-bchm6,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cv9ck,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cw2t2,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-hxr8z,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-j2ncj,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-jjmdn,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-l7p59,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lvvzj,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-nmkk8,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sxdq8,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tdj64,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tk8fv,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tvhs9,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-v6jr6,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-w2rk4,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-wnhqt,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xn6h4,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
idx,24,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-2mll6,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-49ptj,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4g428,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-56lww,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-8hgks,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-98k6x,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-9qmrd,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-bchm6,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cv9ck,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cw2t2,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-hxr8z,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-j2ncj,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-jjmdn,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-l7p59,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lfx9d,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lvvzj,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-nmkk8,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-p5tz8,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-srzdn,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sxdq8,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tdj64,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tk8fv,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tvhs9,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-v6jr6,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-vnlmw,0/1,Pending,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-w2rk4,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-wnhqt,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xn6h4,0/1,Terminating,0,8s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xps48,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
idx,25,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-2mll6,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-2ppw2,0/1,Pending,0,0s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-49ptj,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4g428,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-56lww,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-85kmf,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-8hgks,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-98k6x,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-9qmrd,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-bchm6,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-bvz2q,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cv9ck,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cw2t2,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-hxr8z,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-j2ncj,0/1,Terminating,0,8s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-jjmdn,0/1,Terminating,0,8s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-l7p59,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lfx9d,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lvvzj,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-mr4t9,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-nmkk8,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-p5tz8,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-srzdn,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sxdq8,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tdj64,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tk8fv,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tvhs9,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-v6jr6,0/1,Terminating,0,8s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-vnlmw,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-w2rk4,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-w8hlh,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-wnhqt,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xn6h4,0/1,Terminating,0,9s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xps48,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
idx,26,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-2mll6,0/1,Terminating,0,8s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-2ppw2,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-49ptj,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4g428,0/1,Terminating,0,8s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-56lww,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-85kmf,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-8hgks,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-98k6x,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-9qmrd,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-9vmtd,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-bchm6,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-bvz2q,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cv9ck,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-cw2t2,0/1,Terminating,0,8s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-h4frr,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-h99f5,0/1,Pending,0,0s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-hxr8z,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-j2ncj,0/1,Terminating,0,9s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-jjmdn,0/1,Terminating,0,9s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-l7p59,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lfx9d,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-lvvzj,0/1,Terminating,0,7s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-mr4t9,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-nmkk8,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-p5tz8,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-q5qlp,0/1,Terminating,0,1s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-srzdn,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-sxdq8,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tdj64,0/1,Terminating,0,8s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tk8fv,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-tvhs9,0/1,Terminating,0,4s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-v6jr6,0/1,Terminating,0,9s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-vnlmw,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-w2rk4,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-w8hlh,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-wnhqt,0/1,Terminating,0,6s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-xps48,0/1,Terminating,0,3s,<none>,kind-worker,<none>,<none>
idx,27,LOG_TIME,2023-04-24T04:39:29,2023-04-23T23:39:29
NAME,READY,STATUS,RESTARTS,AGE,IP,NODE,NOMINATED,NODE,READINESS,GATES
php-apache-7f879b889b-2bn6c,0/1,Pending,0,0s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-2mll6,0/1,Terminating,0,9s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-2ppw2,0/1,Terminating,0,2s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-49ptj,0/1,Terminating,0,5s,<none>,kind-worker,<none>,<none>
php-apache-7f879b889b-4g428,0/1,Terminating,0,9s,<none>,kind-worker,<none>,<none>
