command,keyword,start_cdt,start_utc,end_cdt,end_utc
kubectl apply -f deploy_h1-app.yaml,apply custom h1 app deployment,2023-05-14T10:53:14,2023-05-14T15:53:14,2023-05-14T10:53:15,2023-05-14T15:53:15
kubectl autoscale deployment h1-app --cpu-percent=50 --min=1 --max=10,deploy autoscaler,2023-05-14T10:53:16,2023-05-14T15:53:16,2023-05-14T10:53:16,2023-05-14T15:53:16
python3 /home/gangmuk2/project/k8s-failure-reproduction/logging/logging_start.py,start logging,2023-05-14T10:53:17,2023-05-14T15:53:17,2023-05-14T10:53:17,2023-05-14T15:53:17
pkill -f "python3 logging_start.py",stop logging_start.py,2023-05-14T10:56:37,2023-05-14T15:56:37,2023-05-14T10:56:37,2023-05-14T15:56:37
python3 /home/gangmuk2/project/k8s-failure-reproduction/logging/logging_end.py,end logging,2023-05-14T10:56:38,2023-05-14T15:56:38,2023-05-14T10:56:48,2023-05-14T15:56:48
kubectl delete deploy/h1-app,delete h1-app deployment,2023-05-14T10:56:53,2023-05-14T15:56:53,2023-05-14T10:56:54,2023-05-14T15:56:54
kubectl delete hpa/h1-app,delete hpa,2023-05-14T10:56:55,2023-05-14T15:56:55,2023-05-14T10:56:55,2023-05-14T15:56:55
