command,keyword,start_cdt,start_utc,end_cdt,end_utc
python3 /home/gangmuk2/project/k8s-failure-reproduction/logging/logging_start.py,start logging,2023-05-17T18:54:35,2023-05-17T23:54:35,2023-05-17T18:54:45,2023-05-17T23:54:45
kubectl apply -f deploy_h1-app.yaml,apply custom h1 app deployment,2023-05-17T18:54:45,2023-05-17T23:54:45,2023-05-17T18:54:45,2023-05-17T23:54:45
kubectl apply -f autoscaler.yaml,deploy autoscaler,2023-05-17T18:54:46,2023-05-17T23:54:46,2023-05-17T18:54:47,2023-05-17T23:54:47
pkill -f "python3 logging_start.py",stop logging_start.py,2023-05-17T19:03:07,2023-05-18T00:03:07,2023-05-17T19:03:07,2023-05-18T00:03:07
python3 /home/gangmuk2/project/k8s-failure-reproduction/logging/logging_end.py,end logging,2023-05-17T19:03:12,2023-05-18T00:03:12,2023-05-17T19:03:22,2023-05-18T00:03:22
kubectl delete deploy/h1-app,delete h1-app deployment,2023-05-17T19:03:27,2023-05-18T00:03:27,2023-05-17T19:03:27,2023-05-18T00:03:27
kubectl delete hpa/h1-app,delete hpa,2023-05-17T19:03:28,2023-05-18T00:03:28,2023-05-17T19:03:28,2023-05-18T00:03:28
